,다발구역버전,다발구역아이디,다발구역명,시군구코드,시군구명,사고건수,중심X,중심Y,구역반경,?
38,2021090301,1147000300,연안식당,11470,서울특별시 양천구,3,126.853846,37.518267,40,
39,2021090301,1147000301,튼튼한정형외과의원,11470,서울특별시 양천구,3,126.861458,37.514748,40,
40,2021090301,1147000302,남양가스주유소입구,11470,서울특별시 양천구,6,126.83773,37.521008,40,
41,2021090301,1147000303,스마트학생복,11470,서울특별시 양천구,3,126.826011,37.539419,40,
42,2021090301,1147000304,대우자동차판매,11470,서울특별시 양천구,5,126.875987,37.524209,40,
43,2021090301,1147000305,GS25,11470,서울특별시 양천구,4,126.864282,37.529933,40,
44,2021090301,1147000306,국민은행신월동지점,11470,서울특별시 양천구,9,126.828839,37.53583,40,
45,2021090301,1147000307,유림아파트,11470,서울특별시 양천구,10,126.839587,37.517106,40,
46,2021090301,1147000308,서울신월2동우체국,11470,서울특별시 양천구,12,126.851175,37.523588,40,
47,2021090301,1156000370,홍림빌딩,11560,서울특별시 영등포구,3,126.898157,37.500258,40,
48,2021090301,1156000371,베니키아프리미어여의도호텔,11560,서울특별시 영등포구,3,126.921711,37.513607,40,
49,2021090301,1156000372,GS강서N타워입구,11560,서울특별시 영등포구,3,126.889729,37.521018,40,
50,2021090301,1156000373,박윤규성형외과의원,11560,서울특별시 영등포구,7,126.904939,37.521023,40,
51,2021090301,1156000374,박진소아청소년과의원,11560,서울특별시 영등포구,3,126.899909,37.494877,40,
52,2021090301,1156000375,대륙철강상사,11560,서울특별시 영등포구,3,126.903039,37.515173,40,
53,2021090301,1156000376,관리사무소,11560,서울특별시 영등포구,3,126.940213,37.520925,40,
54,2021090301,1156000377,신대방동우성스포츠센타입구,11560,서울특별시 영등포구,5,126.909373,37.492599,40,
55,2021090301,1156000378,여의교북단(경유),11560,서울특별시 영등포구,6,126.928463,37.516966,40,
56,2021090301,1156000379,매리어트호텔,11560,서울특별시 영등포구,3,126.917657,37.521186,40,
57,2021090301,1156000380,여의도시티아이 수도전기통신학원,11560,서울특별시 영등포구,7,126.910577,37.51778,40,
58,2021090301,1156000381,삼익플라주아파트입구,11560,서울특별시 영등포구,3,126.893647,37.530502,40,
59,2021090301,1156000382,서원복사출력,11560,서울특별시 영등포구,6,126.895818,37.522401,40,
60,2021090301,1156000383,영등포초등학교입구,11560,서울특별시 영등포구,3,126.89748,37.512792,40,
61,2021090301,1156000384,창빌딩입구,11560,서울특별시 영등포구,3,126.896998,37.527644,40,
62,2021090301,1156000385,창대교회,11560,서울특별시 영등포구,6,126.910066,37.512279,40,
63,2021090301,1156000386,안상규벌꿀입구,11560,서울특별시 영등포구,12,126.909432,37.525219,40,
64,2021090301,1156000387,삼승빌딩입구,11560,서울특별시 영등포구,4,126.891391,37.511562,40,
65,2021090301,1156000388,정성빌딩입구,11560,서울특별시 영등포구,10,126.902501,37.491771,40,
66,2021090301,1156000389,엔조이멜론,11560,서울특별시 영등포구,5,126.882398,37.52353,40,
67,2021090301,1156000390,양화대교남단(미정차),11560,서울특별시 영등포구,4,126.899263,37.538769,40,
68,2021090301,1156000391,신풍역,11560,서울특별시 영등포구,3,126.908454,37.500084,40,
69,2021090301,1156000392,금산빌딩,11560,서울특별시 영등포구,3,126.915926,37.528406,40,
70,2021090301,1156000393,목포회집,11560,서울특별시 영등포구,6,126.898133,37.535717,40,
71,2021090301,1156000394,BBQ치킨대방점,11560,서울특별시 영등포구,10,126.916125,37.49996,40,
72,2021090301,1156000395,LG트윈타워빌딩동관 우리은행트윈타워지점,11560,서울특별시 영등포구,5,126.929377,37.52922,40,
73,2021090301,1156000396,대승프린스텔입구,11560,서울특별시 영등포구,3,126.916303,37.517781,40,
74,2021090301,1156000397,굿모닝재활의학과의원,11560,서울특별시 영등포구,6,126.901804,37.506919,40,
75,2021090301,1117000049,용산공업고교용공카센타,11170,서울특별시 용산구,6,126.967935,37.524677,40,
76,2021090301,1117000050,정윤정보통신,11170,서울특별시 용산구,3,126.96092,37.538589,40,
77,2021090301,1117000051,하이페리온2,11170,서울특별시 용산구,4,127.00676,37.528694,40,
78,2021090301,1117000052,용산구청.크라운호텔,11170,서울특별시 용산구,3,126.991349,37.5298,40,
79,2021090301,1117000053,아자쓰,11170,서울특별시 용산구,19,126.986974,37.539002,40,
80,2021090301,1117000054,서울원효로우체국,11170,서울특별시 용산구,8,126.967167,37.538671,40,
81,2021090301,1117000055,에프터스,11170,서울특별시 용산구,3,126.990131,37.534176,40,
82,2021090301,1117000056,올포유,11170,서울특별시 용산구,4,126.972769,37.542086,40,
83,2021090301,1117000057,유로피안,11170,서울특별시 용산구,7,126.995595,37.534614,40,
84,2021090301,1117000058,인천-고성선,11170,서울특별시 용산구,4,126.961817,37.522387,40,
85,2021090301,1117000059,삼각지경로당입구,11170,서울특별시 용산구,7,126.974981,37.534975,40,
86,2021090301,1117000060,한강중학교앞,11170,서울특별시 용산구,7,126.992777,37.524417,40,
87,2021090301,1117000061,노들섬,11170,서울특별시 용산구,3,126.958751,37.517541,40,
88,2021090301,1117000062,용암초등학교입구.이태원주공아파트,11170,서울특별시 용산구,3,126.988477,37.544345,40,
89,2021090301,1117000063,서빙고압축장입구,11170,서울특별시 용산구,4,126.99061,37.520225,40,
90,2021090301,1138000236,서울은평초교,11380,서울특별시 은평구,11,126.935329,37.601356,40,
91,2021090301,1138000237,유성빌딩 중화한의원,11380,서울특별시 은평구,3,126.925218,37.607932,40,
92,2021090301,1138000238,서부제일교회입구,11380,서울특별시 은평구,3,126.922796,37.585639,40,
93,2021090301,1138000239,선재빌딩 연세봄치과의원,11380,서울특별시 은평구,10,126.917286,37.590669,40,
94,2021090301,1138000240,신사지구대수색치안센터,11380,서울특별시 은평구,3,126.895359,37.582059,40,
95,2021090301,1138000241,서일빌딩입구,11380,서울특별시 은평구,3,126.92767,37.601463,40,
96,2021090301,1138000242,신사동성당,11380,서울특별시 은평구,3,126.909715,37.597003,40,
97,2021090301,1138000243,동명여고,11380,서울특별시 은평구,3,126.924522,37.615951,40,
98,2021090301,1138000244,태양주차장,11380,서울특별시 은평구,4,126.90577,37.580291,40,
99,2021090301,1138000245,6호선구산역사무소입구,11380,서울특별시 은평구,9,126.917261,37.611372,40,
100,2021090301,1138000246,미소야치과의원,11380,서울특별시 은평구,6,126.920061,37.618416,40,
101,2021090301,1138000247,리더스파크입구,11380,서울특별시 은평구,7,126.915702,37.599142,40,
102,2021090301,1138000248,역촌동새마을금고입구,11380,서울특별시 은평구,6,126.915412,37.605775,40,
103,2021090301,1138000249,신흥에너지산업입구,11380,서울특별시 은평구,7,126.900924,37.578698,40,
104,2021090301,1138000250,다름머리,11380,서울특별시 은평구,5,126.922683,37.606126,40,
105,2021090301,1138000251,새벽별장로교회,11380,서울특별시 은평구,7,126.915861,37.586056,40,
106,2021090301,1138000252,세시봉,11380,서울특별시 은평구,5,126.919865,37.62331,40,
107,2021090301,1138000253,녹원쉐르빌A동,11380,서울특별시 은평구,6,126.888326,37.586187,40,
108,2021090301,1138000254,대교불광지국,11380,서울특별시 은평구,3,126.933021,37.606951,40,
109,2021090301,1138000255,서울이웃치과의원,11380,서울특별시 은평구,6,126.914009,37.592644,40,
110,2021090301,1138000256,SC제일은행응암동지점,11380,서울특별시 은평구,3,126.922308,37.600419,40,
111,2021090301,1111000001,카페베네,11110,서울특별시 종로구,13,126.972632,37.575903,40,
112,2021090301,1111000002,GS칼텍스중앙주유소,11110,서울특별시 종로구,3,127.023059,37.57811,40,
113,2021090301,1111000003,서울종로경찰서세검정파출소,11110,서울특별시 종로구,4,126.958451,37.599779,40,
114,2021090301,1111000004,청계천대성스카이렉스1입구,11110,서울특별시 종로구,8,127.023405,37.571802,40,
115,2021090301,1111000005,동양빌딩입구,11110,서울특별시 종로구,3,126.969164,37.568326,40,
116,2021090301,1111000006,충신동,11110,서울특별시 종로구,4,127.006619,37.57414,40,
117,2021090301,1111000007,안국역5번출입구,11110,서울특별시 종로구,5,126.986318,37.576793,40,
118,2021090301,1111000008,스타벅스,11110,서울특별시 종로구,4,126.978415,37.570016,40,
119,2021090301,1111000009,광덕인테리어,11110,서울특별시 종로구,9,127.008066,37.571081,40,
120,2021090301,1111000010,탑골공원화장실,11110,서울특별시 종로구,6,126.98788,37.570319,40,
121,2021090301,1111000011,견지,11110,서울특별시 종로구,4,126.979316,37.575654,40,
122,2021090301,1111000012,커피식스,11110,서울특별시 종로구,3,126.96142,37.604281,40,
123,2021090301,1111000013,평창힐스벽산아파트,11110,서울특별시 종로구,3,126.972913,37.608416,40,
124,2021090301,1111000014,이화사거리,11110,서울특별시 종로구,6,127.002211,37.576212,40,
125,2021090301,1111000015,시카고치과병원,11110,서울특별시 종로구,12,127.023363,37.57492,40,
126,2021090301,1111000016,생수은혜축복교회,11110,서울특별시 종로구,3,126.964153,37.572413,40,
127,2021090301,1111000017,넘버원황태사랑,11110,서울특별시 종로구,3,127.021189,37.574803,40,
128,2021090301,1111000018,동화스텐,11110,서울특별시 종로구,10,127.002001,37.570371,40,
129,2021090301,1111000019,서대문역입구,11110,서울특별시 종로구,3,126.966486,37.565979,40,
130,2021090301,1111000020,국립어린이과학관입구,11110,서울특별시 종로구,3,126.997067,37.581571,40,
131,2021090301,1111000021,독립문고가차도(경유),11110,서울특별시 종로구,3,126.960451,37.57218,40,
132,2021090301,1111000022,우리은행입구,11110,서울특별시 종로구,13,127.001312,37.585267,40,
133,2021090301,1114000023,남영빌딩,11140,서울특별시 중구,8,126.99877,37.562371,40,
134,2021090301,1114000024,몬테피자,11140,서울특별시 중구,7,127.013084,37.560403,40,
135,2021090301,1114000025,복천빌딩입구,11140,서울특별시 중구,4,127.013879,37.565192,40,
136,2021090301,1114000026,은성사,11140,서울특별시 중구,7,126.998349,37.564352,40,
137,2021090301,1114000027,용스포츠,11140,서울특별시 중구,22,127.009779,37.565419,40,
138,2021090301,1114000028,삼원카센타,11140,서울특별시 중구,8,127.011931,37.553196,40,
139,2021090301,1114000029,톰캣프라자입구,11140,서울특별시 중구,6,127.010652,37.554822,40,
140,2021090301,1114000030,스노우엠,11140,서울특별시 중구,19,127.002587,37.56391,40,
141,2021090301,1114000031,동대문솔하임입구,11140,서울특별시 중구,75,127.016001,37.568013,40,
142,2021090301,1114000032,스튜디오씨나인,11140,서울특별시 중구,4,127.008309,37.55813,40,
143,2021090301,1114000033,유니멜로,11140,서울특별시 중구,6,127.005699,37.559092,40,
144,2021090301,1114000034,브라운치킨,11140,서울특별시 중구,3,126.963001,37.559302,40,
145,2021090301,1114000035,유니온베이,11140,서울특별시 중구,7,126.97286,37.559716,40,
146,2021090301,1114000036,리스안경,11140,서울특별시 중구,11,126.981672,37.560909,40,
147,2021090301,1114000037,을지로2구역지하쇼핑입구,11140,서울특별시 중구,4,126.987468,37.566054,40,
148,2021090301,1114000038,랫미커피,11140,서울특별시 중구,3,126.993231,37.561094,40,
149,2021090301,1114000039,대우재단빌딩입구,11140,서울특별시 중구,8,126.975087,37.556995,40,
150,2021090301,1114000040,재능빌딩 한국국제의료재단,11140,서울특별시 중구,3,126.978787,37.565403,40,
151,2021090301,1114000041,사르토라프,11140,서울특별시 중구,3,126.992881,37.564302,40,
152,2021090301,1114000042,바비엥3입구,11140,서울특별시 중구,3,126.969077,37.563025,40,
153,2021090301,1114000043,서울스타일치과의원,11140,서울특별시 중구,15,127.023579,37.565836,40,
154,2021090301,1114000044,한화빌딩,11140,서울특별시 중구,7,126.974996,37.563421,40,
155,2021090301,1114000045,인그루브,11140,서울특별시 중구,7,127.012329,37.568431,40,
156,2021090301,1114000046,을지로5가,11140,서울특별시 중구,6,127.002319,37.566758,40,
157,2021090301,1114000047,예지자수,11140,서울특별시 중구,3,127.00446,37.566631,40,
158,2021090301,1114000048,을지로4가역,11140,서울특별시 중구,7,126.998311,37.566641,40,
159,2021090301,1126000136,종이와연필,11260,서울특별시 중랑구,3,127.083449,37.601801,40,
160,2021090301,1126000137,영신기업입구,11260,서울특별시 중랑구,3,127.084106,37.587598,40,
161,2021090301,1126000138,미네르바,11260,서울특별시 중랑구,3,127.080835,37.595212,40,
162,2021090301,1126000139,동서울자동차공업사,11260,서울특별시 중랑구,11,127.092171,37.597946,40,
163,2021090301,1126000140,삼성디지털프라자,11260,서울특별시 중랑구,7,127.085372,37.596309,40,
164,2021090301,1126000141,시네마시티입구,11260,서울특별시 중랑구,6,127.088595,37.597195,40,
165,2021090301,1126000142,이마트,11260,서울특별시 중랑구,9,127.080195,37.592208,40,
166,2021090301,1126000143,대명자원,11260,서울특별시 중랑구,8,127.083289,37.592002,40,
167,2021090301,1126000144,참맛감자탕본사직영상봉점,11260,서울특별시 중랑구,10,127.086237,37.593509,40,
168,2021090301,1126000145,중랑경찰서후문,11260,서울특별시 중랑구,5,127.104609,37.61935,40,
169,2021090301,1126000146,극동늘푸른아파트입구,11260,서울특별시 중랑구,18,127.07674,37.614296,40,
170,2021090301,1126000147,삼원타일상사,11260,서울특별시 중랑구,7,127.078201,37.608254,40,
171,2021090301,1126000148,하나로마트,11260,서울특별시 중랑구,6,127.095392,37.605547,40,
172,2021090301,1126000149,범진빌딩,11260,서울특별시 중랑구,3,127.087414,37.60186,40,
173,2021090301,1126000150,이화세차장,11260,서울특별시 중랑구,6,127.073618,37.601459,40,
174,2021090301,1126000151,동원빌딩,11260,서울특별시 중랑구,3,127.100494,37.600562,40,
175,2021090301,1126000152,블레스,11260,서울특별시 중랑구,28,127.079496,37.601606,40,
176,2021090301,1126000153,국민은행망우동지점,11260,서울특별시 중랑구,7,127.097328,37.59955,40,
177,2021090301,1126000154,혜원여중고입구,11260,서울특별시 중랑구,4,127.095247,37.594649,40,
178,2021090301,1126000155,르노삼성자동차지정정비센터,11260,서울특별시 중랑구,15,127.076725,37.594917,40,
179,2021090301,1126000156,늘푸른자동차공업사입구,11260,서울특별시 중랑구,5,127.080036,37.574144,40,
180,2021090301,1126000157,유일빌딩,11260,서울특별시 중랑구,19,127.098744,37.593228,40,
181,2021090301,1126000158,MS빌딩입구,11260,서울특별시 중랑구,4,127.093484,37.589721,40,
182,2021090301,1126000159,형진빌딩 EBY이보영의토킹클럽,11260,서울특별시 중랑구,3,127.093497,37.583169,40,
183,2021090301,1126000160,민도노래방,11260,서울특별시 중랑구,9,127.094898,37.585914,40,
184,2021090301,1126000161,대원빌딩입구,11260,서울특별시 중랑구,7,127.07995,37.587394,40,
185,2021090301,1126000162,김피부과의원,11260,서울특별시 중랑구,26,127.08336,37.581132,40,
0,2021090301,1168000456,도이,11680,서울특별시 강남구,3,127.0579,37.492987,40,
1,2021090301,1168000457,래미안도곡카운터 104동,11680,서울특별시 강남구,5,127.05025,37.4954,40,
2,2021090301,1168000458,필다스코리아,11680,서울특별시 강남구,11,127.042604,37.48588,40,
3,2021090301,1168000459,간단하지만특별한화피디Cafe,11680,서울특별시 강남구,3,127.034801,37.491104,40,
4,2021090301,1168000460,에본빌딩입구,11680,서울특별시 강남구,3,127.045694,37.507957,40,
5,2021090301,1168000461,브이플렉스입구,11680,서울특별시 강남구,7,127.056642,37.506872,40,
6,2021090301,1168000462,서울인터내셔널타워입구,11680,서울특별시 강남구,4,127.037793,37.501139,40,
7,2021090301,1168000463,세연내과의원,11680,서울특별시 강남구,8,127.039443,37.495872,40,
8,2021090301,1168000464,신사동고개,11680,서울특별시 강남구,25,127.026084,37.518894,40,
9,2021090301,1168000465,역삼아이타워입구,11680,서울특별시 강남구,12,127.0472,37.503961,40,
10,2021090301,1168000466,휴먼스타빌,11680,서울특별시 강남구,8,127.04588,37.523993,40,
11,2021090301,1168000467,코오롱모터스삼성전시장입구,11680,서울특별시 강남구,3,127.067458,37.500999,40,
12,2021090301,1168000468,금화스포츠,11680,서울특별시 강남구,8,127.035318,37.515398,40,
13,2021090301,1168000469,네일스토리,11680,서울특별시 강남구,4,127.055616,37.490914,40,
14,2021090301,1168000470,세인트왁싱,11680,서울특별시 강남구,4,127.039801,37.516785,40,
15,2021090301,1168000471,학여울역입구,11680,서울특별시 강남구,9,127.071103,37.496767,40,
16,2021090301,1168000472,기업은행학동역지점,11680,서울특별시 강남구,5,127.030493,37.51427,40,
17,2021090301,1168000473,데코야인테리어,11680,서울특별시 강남구,5,127.042466,37.514038,40,
18,2021090301,1168000474,롯데캐슬리베아파트입구,11680,서울특별시 강남구,7,127.054732,37.496877,40,
19,2021090301,1168000475,현대오일뱅크한양주유소,11680,서울특별시 강남구,3,127.033726,37.529227,40,
20,2021090301,1168000476,밀크,11680,서울특별시 강남구,12,127.035399,37.504077,40,
21,2021090301,1168000477,상경빌딩입구,11680,서울특별시 강남구,7,127.03103,37.499012,40,
22,2021090301,1168000478,동영문화센터,11680,서울특별시 강남구,4,127.044846,37.49857,40,
23,2021090301,1168000479,쟁골마을,11680,서울특별시 강남구,3,127.104447,37.48284,40,
24,2021090301,1168000480,디디엔가구,11680,서울특별시 강남구,5,127.025199,37.512203,40,
25,2021090301,1168000481,삼원빌딩입구,11680,서울특별시 강남구,4,127.05346,37.51289,40,
26,2021090301,1168000482,삼봉빌딩입구,11680,서울특별시 강남구,10,127.043095,37.501863,40,
27,2021090301,1168000483,이디야커피,11680,서울특별시 강남구,4,127.028343,37.498136,40,
28,2021090301,1168000484,아델산부인과의원,11680,서울특별시 강남구,3,127.046893,37.476107,40,
29,2021090301,1168000485,Qulznos,11680,서울특별시 강남구,3,127.024893,37.524739,40,
30,2021090301,1168000486,제이제이헤어샵,11680,서울특별시 강남구,18,127.05669,37.502473,40,
31,2021090301,1168000487,화이팅마취통증의학과의원,11680,서울특별시 강남구,3,127.035287,37.50021,40,
32,2021090301,1168000488,망고식스코엑스사거리점,11680,서울특별시 강남구,3,127.060882,37.513125,40,
33,2021090301,1168000489,친구분식,11680,서울특별시 강남구,7,127.043892,37.510257,40,
34,2021090301,1168000490,산업은행압구정지점,11680,서울특별시 강남구,4,127.028725,37.527333,40,
35,2021090301,1168000491,인치과의원,11680,서울특별시 강남구,7,127.046739,37.494197,40,
36,2021090301,1168000492,고가네동태찜탕전문점,11680,서울특별시 강남구,3,127.033425,37.494091,40,
37,2021090301,1168000493,대치역입구,11680,서울특별시 강남구,4,127.063242,37.49453,40,
38,2021090301,1168000494,한국가스안전공사입구,11680,서울특별시 강남구,3,127.079674,37.499412,40,
39,2021090301,1168000495,배강빌딩,11680,서울특별시 강남구,16,127.03925,37.523579,40,
40,2021090301,1168000496,보전빌딩동관,11680,서울특별시 강남구,3,127.034828,37.519479,40,
41,2021090301,1168000497,삼안빌딩입구,11680,서울특별시 강남구,6,127.057061,37.520087,40,
42,2021090301,1168000498,언주역입구,11680,서울특별시 강남구,17,127.033885,37.507325,40,
43,2021090301,1168000499,송전빌딩,11680,서울특별시 강남구,3,127.050371,37.518503,40,
44,2021090301,1168000500,쇼윙,11680,서울특별시 강남구,7,127.038209,37.508964,40,
45,2021090301,1168000501,수도공고앞,11680,서울특별시 강남구,5,127.061971,37.487386,40,
46,2021090301,1168000502,삼성역입구,11680,서울특별시 강남구,6,127.063158,37.508888,40,
47,2021090301,1168000503,수서역남공영주차장요금소,11680,서울특별시 강남구,9,127.100862,37.4871,40,
48,2021090301,1174000541,암사제일교회,11740,서울특별시 강동구,4,127.13373,37.5548,40,
49,2021090301,1174000542,장동민의옹피씨,11740,서울특별시 강동구,3,127.137557,37.550052,40,
50,2021090301,1174000543,중앙프라자입구,11740,서울특별시 강동구,3,127.175068,37.564782,40,
51,2021090301,1174000544,세종-고성선,11740,서울특별시 강동구,5,127.152386,37.53819,40,
52,2021090301,1174000545,러브미의원,11740,서울특별시 강동구,21,127.123785,37.540022,40,
53,2021090301,1174000546,굿데이,11740,서울특별시 강동구,11,127.138364,37.535327,40,
54,2021090301,1174000547,점프셈교실,11740,서울특별시 강동구,5,127.13149,37.538406,40,
55,2021090301,1174000548,짜짜루짜장나라,11740,서울특별시 강동구,10,127.126745,37.5479,40,
56,2021090301,1174000549,삼정빌딩,11740,서울특별시 강동구,3,127.14242,37.544109,40,
57,2021090301,1174000550,김광환치과의원,11740,서울특별시 강동구,3,127.132603,37.544458,40,
58,2021090301,1174000551,써미트빌,11740,서울특별시 강동구,3,127.142028,37.540818,40,
59,2021090301,1174000552,굽은다리사거리,11740,서울특별시 강동구,3,127.143376,37.547772,40,
60,2021090301,1130500187,제로마트,11305,서울특별시 강북구,3,127.027993,37.621737,40,
61,2021090301,1130500188,맘스터치덕성여대점,11305,서울특별시 강북구,6,127.01429,37.648271,40,
62,2021090301,1130500189,우이교,11305,서울특별시 강북구,5,127.031111,37.643102,40,
63,2021090301,1130500190,번역서비스업,11305,서울특별시 강북구,4,127.010513,37.619349,40,
64,2021090301,1130500191,자연녹즙,11305,서울특별시 강북구,6,127.024535,37.641715,40,
65,2021090301,1130500192,대성빌딩입구,11305,서울특별시 강북구,25,127.018251,37.626466,40,
66,2021090301,1130500193,림네일샵,11305,서울특별시 강북구,3,127.026921,37.62641,40,
67,2021090301,1130500194,영광빌딩입구,11305,서울특별시 강북구,5,127.025635,37.637951,40,
68,2021090301,1130500195,번동주공3단지아파트 301동,11305,서울특별시 강북구,3,127.041368,37.630397,40,
69,2021090301,1130500196,타짜노래연습장,11305,서울특별시 강북구,21,127.027393,37.639635,40,
70,2021090301,1130500197,홀릭피씨방,11305,서울특별시 강북구,10,127.019291,37.619854,40,
71,2021090301,1130500198,수유시장.성신여대미아캠퍼스앞,11305,서울특별시 강북구,3,127.024331,37.630916,40,
72,2021090301,1130500199,보은농협쌀직판장,11305,서울특별시 강북구,19,127.020716,37.634497,40,
73,2021090301,1130500200,민스빌입구,11305,서울특별시 강북구,28,127.022353,37.642589,40,
74,2021090301,1130500201,아이러브핏,11305,서울특별시 강북구,4,127.02362,37.644757,40,
75,2021090301,1130500202,삼천리자전거미아점,11305,서울특별시 강북구,11,127.0302,37.616806,40,
76,2021090301,1130500203,신유환경,11305,서울특별시 강북구,4,127.026501,37.617675,40,
77,2021090301,1130500204,좋은기름주유소,11305,서울특별시 강북구,14,127.031115,37.635305,40,
78,2021090301,1150000309,아이블룸앤스타일,11500,서울특별시 강서구,4,126.857941,37.531692,40,
79,2021090301,1150000310,웰메이드까치산점,11500,서울특별시 강서구,9,126.845945,37.532825,40,
80,2021090301,1150000311,개화산역무인카드전용주차장,11500,서울특별시 강서구,3,126.80363,37.572531,40,
81,2021090301,1150000312,조국영치과의원,11500,서울특별시 강서구,4,126.863578,37.535527,40,
82,2021090301,1150000313,MMARKET,11500,서울특별시 강서구,3,126.836432,37.552584,40,
83,2021090301,1150000314,하나로마트서울축협,11500,서울특별시 강서구,4,126.862477,37.557207,40,
84,2021090301,1150000315,마곡역,11500,서울특별시 강서구,12,126.826858,37.559713,40,
85,2021090301,1150000316,사랑애재가복지센터,11500,서울특별시 강서구,5,126.84898,37.55086,40,
86,2021090301,1150000317,발산역5번출구,11500,서울특별시 강서구,8,126.83938,37.558531,40,
87,2021090301,1150000318,마곡지웰타워입구,11500,서울특별시 강서구,3,126.829761,37.559252,40,
88,2021090301,1150000319,마곡M밸리10단지아파트 경비실,11500,서울특별시 강서구,4,126.820638,37.560218,40,
89,2021090301,1150000320,청호프라자입구,11500,서울특별시 강서구,4,126.84439,37.557856,40,
90,2021090301,1150000321,e편한세상입구,11500,서울특별시 강서구,3,126.870309,37.548055,40,
91,2021090301,1150000322,세븐일레븐,11500,서울특별시 강서구,4,126.846659,37.54826,40,
92,2021090301,1150000323,외발산동기점,11500,서울특별시 강서구,3,126.821575,37.545532,40,
93,2021090301,1150000324,싱싱농산,11500,서울특별시 강서구,3,126.865367,37.555573,40,
94,2021090301,1150000325,삼성한의원,11500,서울특별시 강서구,5,126.843269,37.543672,40,
95,2021090301,1150000326,KB국민은행가양역지점,11500,서울특별시 강서구,4,126.851569,37.562961,40,
96,2021090301,1150000327,천우아파트,11500,서울특별시 강서구,4,126.840949,37.53981,40,
