,시도명,소계
0,합계,2194140.0
1,합계,2193273.0
2,합계,2195171.0
3,합계,2198065.0
4,합계,2200707.0
5,합계,2203142.0
6,합계,2206025.0
7,합계,2210071.0
8,합계,2212520.0
9,합계,2212121.0
10,합계,2210664.0
11,합계,2208424.0
