freqocZoneVer,freqocZoneId,freqocZoneNm,signguCode,signguNm,acdntCo,centerX,centerY,zoneRds
2021090301,1156000397,굿모닝재활의학과의원,11560,서울특별시 영등포구,6,126.901804,37.506919,40
2021090301,1117000049,용산공업고교용공카센타,11170,서울특별시 용산구,6,126.967935,37.524677,40
2021090301,1117000050,정윤정보통신,11170,서울특별시 용산구,3,126.960920,37.538589,40
2021090301,1117000051,하이페리온2,11170,서울특별시 용산구,4,127.006760,37.528694,40
2021090301,1117000052,용산구청.크라운호텔,11170,서울특별시 용산구,3,126.991349,37.529800,40
2021090301,1117000053,아자쓰,11170,서울특별시 용산구,19,126.986974,37.539002,40
2021090301,1117000054,서울원효로우체국,11170,서울특별시 용산구,8,126.967167,37.538671,40
2021090301,1117000055,에프터스,11170,서울특별시 용산구,3,126.990131,37.534176,40
2021090301,1117000056,올포유,11170,서울특별시 용산구,4,126.972769,37.542086,40
2021090301,1117000057,유로피안,11170,서울특별시 용산구,7,126.995595,37.534614,40
2021090301,1117000058,인천-고성선,11170,서울특별시 용산구,4,126.961817,37.522387,40
2021090301,1117000059,삼각지경로당입구,11170,서울특별시 용산구,7,126.974981,37.534975,40
2021090301,1117000060,한강중학교앞,11170,서울특별시 용산구,7,126.992777,37.524417,40
2021090301,1117000061,노들섬,11170,서울특별시 용산구,3,126.958751,37.517541,40
2021090301,1117000062,용암초등학교입구.이태원주공아파트,11170,서울특별시 용산구,3,126.988477,37.544345,40
2021090301,1117000063,서빙고압축장입구,11170,서울특별시 용산구,4,126.990610,37.520225,40
2021090301,1138000236,서울은평초교,11380,서울특별시 은평구,11,126.935329,37.601356,40
2021090301,1138000237,유성빌딩 중화한의원,11380,서울특별시 은평구,3,126.925218,37.607932,40
2021090301,1138000238,서부제일교회입구,11380,서울특별시 은평구,3,126.922796,37.585639,40
2021090301,1138000239,선재빌딩 연세봄치과의원,11380,서울특별시 은평구,10,126.917286,37.590669,40
2021090301,1138000240,신사지구대수색치안센터,11380,서울특별시 은평구,3,126.895359,37.582059,40
2021090301,1138000241,서일빌딩입구,11380,서울특별시 은평구,3,126.927670,37.601463,40
2021090301,1138000242,신사동성당,11380,서울특별시 은평구,3,126.909715,37.597003,40
2021090301,1138000243,동명여고,11380,서울특별시 은평구,3,126.924522,37.615951,40
2021090301,1138000244,태양주차장,11380,서울특별시 은평구,4,126.905770,37.580291,40
2021090301,1138000245,6호선구산역사무소입구,11380,서울특별시 은평구,9,126.917261,37.611372,40
2021090301,1138000246,미소야치과의원,11380,서울특별시 은평구,6,126.920061,37.618416,40
2021090301,1138000247,리더스파크입구,11380,서울특별시 은평구,7,126.915702,37.599142,40
2021090301,1138000248,역촌동새마을금고입구,11380,서울특별시 은평구,6,126.915412,37.605775,40
2021090301,1138000249,신흥에너지산업입구,11380,서울특별시 은평구,7,126.900924,37.578698,40
2021090301,1138000250,다름머리,11380,서울특별시 은평구,5,126.922683,37.606126,40
2021090301,1138000251,새벽별장로교회,11380,서울특별시 은평구,7,126.915861,37.586056,40
2021090301,1138000252,세시봉,11380,서울특별시 은평구,5,126.919865,37.623310,40
2021090301,1138000253,녹원쉐르빌A동,11380,서울특별시 은평구,6,126.888326,37.586187,40
2021090301,1138000254,대교불광지국,11380,서울특별시 은평구,3,126.933021,37.606951,40
2021090301,1138000255,서울이웃치과의원,11380,서울특별시 은평구,6,126.914009,37.592644,40
2021090301,1138000256,SC제일은행응암동지점,11380,서울특별시 은평구,3,126.922308,37.600419,40
2021090301,1111000001,카페베네,11110,서울특별시 종로구,13,126.972632,37.575903,40
2021090301,1111000002,GS칼텍스중앙주유소,11110,서울특별시 종로구,3,127.023059,37.578110,40
2021090301,1111000003,서울종로경찰서세검정파출소,11110,서울특별시 종로구,4,126.958451,37.599779,40
2021090301,1111000004,청계천대성스카이렉스1입구,11110,서울특별시 종로구,8,127.023405,37.571802,40
2021090301,1111000005,동양빌딩입구,11110,서울특별시 종로구,3,126.969164,37.568326,40
2021090301,1111000006,충신동,11110,서울특별시 종로구,4,127.006619,37.574140,40
2021090301,1111000007,안국역5번출입구,11110,서울특별시 종로구,5,126.986318,37.576793,40
2021090301,1111000008,스타벅스,11110,서울특별시 종로구,4,126.978415,37.570016,40
2021090301,1111000009,광덕인테리어,11110,서울특별시 종로구,9,127.008066,37.571081,40
2021090301,1111000010,탑골공원화장실,11110,서울특별시 종로구,6,126.987880,37.570319,40
2021090301,1111000011,견지,11110,서울특별시 종로구,4,126.979316,37.575654,40
2021090301,1111000012,커피식스,11110,서울특별시 종로구,3,126.961420,37.604281,40
2021090301,1111000013,평창힐스벽산아파트,11110,서울특별시 종로구,3,126.972913,37.608416,40
2021090301,1111000014,이화사거리,11110,서울특별시 종로구,6,127.002211,37.576212,40
2021090301,1111000015,시카고치과병원,11110,서울특별시 종로구,12,127.023363,37.574920,40
2021090301,1111000016,생수은혜축복교회,11110,서울특별시 종로구,3,126.964153,37.572413,40
2021090301,1111000017,넘버원황태사랑,11110,서울특별시 종로구,3,127.021189,37.574803,40
2021090301,1111000018,동화스텐,11110,서울특별시 종로구,10,127.002001,37.570371,40
2021090301,1111000019,서대문역입구,11110,서울특별시 종로구,3,126.966486,37.565979,40
2021090301,1111000020,국립어린이과학관입구,11110,서울특별시 종로구,3,126.997067,37.581571,40
2021090301,1111000021,독립문고가차도(경유),11110,서울특별시 종로구,3,126.960451,37.572180,40
2021090301,1111000022,우리은행입구,11110,서울특별시 종로구,13,127.001312,37.585267,40
2021090301,1114000023,남영빌딩,11140,서울특별시 중구,8,126.998770,37.562371,40
2021090301,1114000024,몬테피자,11140,서울특별시 중구,7,127.013084,37.560403,40
2021090301,1114000025,복천빌딩입구,11140,서울특별시 중구,4,127.013879,37.565192,40
2021090301,1114000026,은성사,11140,서울특별시 중구,7,126.998349,37.564352,40
2021090301,1114000027,용스포츠,11140,서울특별시 중구,22,127.009779,37.565419,40
2021090301,1114000028,삼원카센타,11140,서울특별시 중구,8,127.011931,37.553196,40
2021090301,1114000029,톰캣프라자입구,11140,서울특별시 중구,6,127.010652,37.554822,40
2021090301,1114000030,스노우엠,11140,서울특별시 중구,19,127.002587,37.563910,40
2021090301,1114000031,동대문솔하임입구,11140,서울특별시 중구,75,127.016001,37.568013,40
2021090301,1114000032,스튜디오씨나인,11140,서울특별시 중구,4,127.008309,37.558130,40
2021090301,1114000033,유니멜로,11140,서울특별시 중구,6,127.005699,37.559092,40
2021090301,1114000034,브라운치킨,11140,서울특별시 중구,3,126.963001,37.559302,40
2021090301,1114000035,유니온베이,11140,서울특별시 중구,7,126.972860,37.559716,40
2021090301,1114000036,리스안경,11140,서울특별시 중구,11,126.981672,37.560909,40
2021090301,1114000037,을지로2구역지하쇼핑입구,11140,서울특별시 중구,4,126.987468,37.566054,40
2021090301,1114000038,랫미커피,11140,서울특별시 중구,3,126.993231,37.561094,40
2021090301,1114000039,대우재단빌딩입구,11140,서울특별시 중구,8,126.975087,37.556995,40
2021090301,1114000040,재능빌딩 한국국제의료재단,11140,서울특별시 중구,3,126.978787,37.565403,40
2021090301,1114000041,사르토라프,11140,서울특별시 중구,3,126.992881,37.564302,40
2021090301,1114000042,바비엥3입구,11140,서울특별시 중구,3,126.969077,37.563025,40
2021090301,1114000043,서울스타일치과의원,11140,서울특별시 중구,15,127.023579,37.565836,40
2021090301,1114000044,한화빌딩,11140,서울특별시 중구,7,126.974996,37.563421,40
2021090301,1114000045,인그루브,11140,서울특별시 중구,7,127.012329,37.568431,40
2021090301,1114000046,을지로5가,11140,서울특별시 중구,6,127.002319,37.566758,40
2021090301,1114000047,예지자수,11140,서울특별시 중구,3,127.004460,37.566631,40
2021090301,1114000048,을지로4가역,11140,서울특별시 중구,7,126.998311,37.566641,40
2021090301,1126000136,종이와연필,11260,서울특별시 중랑구,3,127.083449,37.601801,40
2021090301,1126000137,영신기업입구,11260,서울특별시 중랑구,3,127.084106,37.587598,40
2021090301,1126000138,미네르바,11260,서울특별시 중랑구,3,127.080835,37.595212,40
2021090301,1126000139,동서울자동차공업사,11260,서울특별시 중랑구,11,127.092171,37.597946,40
2021090301,1126000140,삼성디지털프라자,11260,서울특별시 중랑구,7,127.085372,37.596309,40
2021090301,1126000141,시네마시티입구,11260,서울특별시 중랑구,6,127.088595,37.597195,40
2021090301,1126000142,이마트,11260,서울특별시 중랑구,9,127.080195,37.592208,40
2021090301,1126000143,대명자원,11260,서울특별시 중랑구,8,127.083289,37.592002,40
2021090301,1126000144,참맛감자탕본사직영상봉점,11260,서울특별시 중랑구,10,127.086237,37.593509,40
2021090301,1126000145,중랑경찰서후문,11260,서울특별시 중랑구,5,127.104609,37.619350,40
2021090301,1126000146,극동늘푸른아파트입구,11260,서울특별시 중랑구,18,127.076740,37.614296,40
2021090301,1126000147,삼원타일상사,11260,서울특별시 중랑구,7,127.078201,37.608254,40
2021090301,1126000148,하나로마트,11260,서울특별시 중랑구,6,127.095392,37.605547,40
2021090301,1126000149,범진빌딩,11260,서울특별시 중랑구,3,127.087414,37.601860,40
2021090301,1126000150,이화세차장,11260,서울특별시 중랑구,6,127.073618,37.601459,40
2021090301,1126000151,동원빌딩,11260,서울특별시 중랑구,3,127.100494,37.600562,40
2021090301,1126000152,블레스,11260,서울특별시 중랑구,28,127.079496,37.601606,40
2021090301,1126000153,국민은행망우동지점,11260,서울특별시 중랑구,7,127.097328,37.599550,40
2021090301,1126000154,혜원여중고입구,11260,서울특별시 중랑구,4,127.095247,37.594649,40
2021090301,1126000155,르노삼성자동차지정정비센터,11260,서울특별시 중랑구,15,127.076725,37.594917,40
2021090301,1126000156,늘푸른자동차공업사입구,11260,서울특별시 중랑구,5,127.080036,37.574144,40
2021090301,1126000157,유일빌딩,11260,서울특별시 중랑구,19,127.098744,37.593228,40
2021090301,1126000158,MS빌딩입구,11260,서울특별시 중랑구,4,127.093484,37.589721,40
2021090301,1126000159,형진빌딩 EBY이보영의토킹클럽,11260,서울특별시 중랑구,3,127.093497,37.583169,40
2021090301,1126000160,민도노래방,11260,서울특별시 중랑구,9,127.094898,37.585914,40
2021090301,1126000161,대원빌딩입구,11260,서울특별시 중랑구,7,127.079950,37.587394,40
2021090301,1126000162,김피부과의원,11260,서울특별시 중랑구,26,127.083360,37.581132,40
