,다발구역버전,다발구역아이디,다발구역명,시군구코드,시군구명,사고건수,중심X,중심Y,구역반경,시군구명2
155,2021090301,1114000045,인그루브,11140,서울특별시 중구,7,127.012329,37.568431,40,중구
156,2021090301,1114000046,을지로5가,11140,서울특별시 중구,6,127.002319,37.566758,40,중구
157,2021090301,1114000047,예지자수,11140,서울특별시 중구,3,127.00446,37.566631,40,중구
158,2021090301,1114000048,을지로4가역,11140,서울특별시 중구,7,126.998311,37.566641,40,중구
159,2021090301,1126000136,종이와연필,11260,서울특별시 중랑구,3,127.083449,37.601801,40,중랑구
160,2021090301,1126000137,영신기업입구,11260,서울특별시 중랑구,3,127.084106,37.587598,40,중랑구
161,2021090301,1126000138,미네르바,11260,서울특별시 중랑구,3,127.080835,37.595212,40,중랑구
162,2021090301,1126000139,동서울자동차공업사,11260,서울특별시 중랑구,11,127.092171,37.597946,40,중랑구
163,2021090301,1126000140,삼성디지털프라자,11260,서울특별시 중랑구,7,127.085372,37.596309,40,중랑구
164,2021090301,1126000141,시네마시티입구,11260,서울특별시 중랑구,6,127.088595,37.597195,40,중랑구
165,2021090301,1126000142,이마트,11260,서울특별시 중랑구,9,127.080195,37.592208,40,중랑구
166,2021090301,1126000143,대명자원,11260,서울특별시 중랑구,8,127.083289,37.592002,40,중랑구
167,2021090301,1126000144,참맛감자탕본사직영상봉점,11260,서울특별시 중랑구,10,127.086237,37.593509,40,중랑구
168,2021090301,1126000145,중랑경찰서후문,11260,서울특별시 중랑구,5,127.104609,37.61935,40,중랑구
169,2021090301,1126000146,극동늘푸른아파트입구,11260,서울특별시 중랑구,18,127.07674,37.614296,40,중랑구
170,2021090301,1126000147,삼원타일상사,11260,서울특별시 중랑구,7,127.078201,37.608254,40,중랑구
171,2021090301,1126000148,하나로마트,11260,서울특별시 중랑구,6,127.095392,37.605547,40,중랑구
172,2021090301,1126000149,범진빌딩,11260,서울특별시 중랑구,3,127.087414,37.60186,40,중랑구
173,2021090301,1126000150,이화세차장,11260,서울특별시 중랑구,6,127.073618,37.601459,40,중랑구
174,2021090301,1126000151,동원빌딩,11260,서울특별시 중랑구,3,127.100494,37.600562,40,중랑구
175,2021090301,1126000152,블레스,11260,서울특별시 중랑구,28,127.079496,37.601606,40,중랑구
176,2021090301,1126000153,국민은행망우동지점,11260,서울특별시 중랑구,7,127.097328,37.59955,40,중랑구
177,2021090301,1126000154,혜원여중고입구,11260,서울특별시 중랑구,4,127.095247,37.594649,40,중랑구
178,2021090301,1126000155,르노삼성자동차지정정비센터,11260,서울특별시 중랑구,15,127.076725,37.594917,40,중랑구
179,2021090301,1126000156,늘푸른자동차공업사입구,11260,서울특별시 중랑구,5,127.080036,37.574144,40,중랑구
180,2021090301,1126000157,유일빌딩,11260,서울특별시 중랑구,19,127.098744,37.593228,40,중랑구
181,2021090301,1126000158,MS빌딩입구,11260,서울특별시 중랑구,4,127.093484,37.589721,40,중랑구
182,2021090301,1126000159,형진빌딩 EBY이보영의토킹클럽,11260,서울특별시 중랑구,3,127.093497,37.583169,40,중랑구
183,2021090301,1126000160,민도노래방,11260,서울특별시 중랑구,9,127.094898,37.585914,40,중랑구
184,2021090301,1126000161,대원빌딩입구,11260,서울특별시 중랑구,7,127.07995,37.587394,40,중랑구
185,2021090301,1126000162,김피부과의원,11260,서울특별시 중랑구,26,127.08336,37.581132,40,중랑구
186,2021090301,1168000456,도이,11680,서울특별시 강남구,3,127.0579,37.492987,40,강남구
187,2021090301,1168000457,래미안도곡카운터 104동,11680,서울특별시 강남구,5,127.05025,37.4954,40,강남구
188,2021090301,1168000458,필다스코리아,11680,서울특별시 강남구,11,127.042604,37.48588,40,강남구
189,2021090301,1168000459,간단하지만특별한화피디Cafe,11680,서울특별시 강남구,3,127.034801,37.491104,40,강남구
190,2021090301,1168000460,에본빌딩입구,11680,서울특별시 강남구,3,127.045694,37.507957,40,강남구
191,2021090301,1168000461,브이플렉스입구,11680,서울특별시 강남구,7,127.056642,37.506872,40,강남구
192,2021090301,1168000462,서울인터내셔널타워입구,11680,서울특별시 강남구,4,127.037793,37.501139,40,강남구
193,2021090301,1168000463,세연내과의원,11680,서울특별시 강남구,8,127.039443,37.495872,40,강남구
