,시도명,소계
0,합계,2289542.0
1,합계,2291878.0
2,합계,2296462.0
3,합계,2304922.0
4,합계,2310149.0
5,합계,2316268.0
6,합계,2319194.0
7,합계,2308273.0
8,합계,2261593.0
9,합계,2247144.0
10,합계,2229233.0
11,합계,2213837.0
