,시도명,소계
0,합계,2206832.0
1,합계,2206972.0
2,합계,2209661.0
3,합계,2213892.0
4,합계,2218896.0
5,합계,2221772.0
6,합계,2226501.0
7,합계,2231687.0
8,합계,2236941.0
9,합계,2239315.0
10,합계,2238594.0
11,합계,2236895.0
